Property_Title,Address,Reviewed_Status,Most_Recent_Status,Source,Market,Occupancy,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Net_Yield,IRR,Rent_Restricted,Neighborhood_Rating,Previous_Rent,List_Price,Zestimate,ARV,Expected_Rent,Rent_Zestimate,Low_FMR,High_FMR,HOA,Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag,Latitude,Longitude,Subdivision,Taxes,Redfin_Value,Selling_Reason,Seller_Retained_Broker,HOA_Flag,Final_Reviewer,School_Average
"539 Davis Causeway Apt. 026 Williamsburgh, PA 54204","539 Davis Causeway Apt. 026 Williamsburgh, PA 54204",Reviewed,Closed,Bulk,Dalas,No,Flood Zone,539 Davis Causeway Apt. 026,Williamsburgh,PA,54204,Single Family Home,Near,,3.21,1894,,No,,Well,City,1992,784,4666,Garage,5,2,,Split,3.17,5.18,Yes,4,869,199694,95265,261695,2047,3559,807,1167,169,12163,3836,Yes,No,,,,No,Yes,,,,Yes,33.303414,-96.328339,Mills,5000,289856,Job Transfer,,,Emily Patel,4.59
"08587 Watts Lakes Suite 348 Port Cynthiabury, TN 77699","08587 Watts Lakes Suite 348 Port Cynthiabury, TN 77699",Null,Available,Opendoor,Dallas,No,Minimal Flood,08587 Watts Lakes Suite 348,Port Cynthiabury,TN,77699,Condo,Far,,3.19,1296,No,No,Yes,Well,City,1965,1478,6187,Driveway,1,3,Yes,,9.91,14.26,Yes,4,1355,348420,464031,236776,2531,2627,924,1331,181,91120,85955,No,No,Yes,No,,Yes,Yes,,Yes,No,Yes,40.668417,-80.333686,Mission,8537,500588,Job Transfer,,,Amit Kumar,8.29
"961 Armstrong Road Apt. 070 Melaniebury, FL 61504","961 Armstrong Road Apt. 070 Melaniebury, FL 61504",New,Always Kick,Bulk,Florida,No,Flood Zone,961 Armstrong Road Apt. 070,Melaniebury,FL,61504,SFR,,Far,1.68,1712,No,No,No,City,,1966,2107,8106,Garage,3,3,,Colonial,10.41,15.93,,5,1833,334262,538443,301792,3438,3377,1460,2981,148,22277,36296,Yes,,No,No,Yes,Yes,,,,No,Yes,40.474886,-94.800851,Radial,5165,107055,,,Yes,Michael Chen,5.95
"66552 Benjamin Ramp Apt. 281 South Tina, MT 41459","66552 Benjamin Ramp Apt. 281 South Tina, MT 41459", ,Pend,Internal,Dallas,No,,66552 Benjamin Ramp Apt. 281,South Tina,MT,41459,SFR,,,1.4,1355,No,Yes,Yes,Well,,1977,577,4391,Driveway,3,2,Yes,Colonial,9.72,14.0,No,4,2397,194550,129872,139169,2606,1463,1211,1321,18,46637,58433,,No,Yes,No,Yes,Yes,No,No,No,No,No,35.266142,-84.671019,Crest,4314,305161,Downsizing,No,Yes,Jason Miller,3.62
"012 Travis Meadows Apt. 316 Port Rebecca, MT 31341","012 Travis Meadows Apt. 316 Port Rebecca, MT 31341", ,Close,Auction.com,Chicgo,No,,012 Travis Meadows Apt. 316,Port Rebecca,MT,31341,SFR,Near,,3.25,465,,,,Well,,2001,3005,3533,,4,1,Yes,,7.27,8.86,No,1,1477,251873,122504,202091,1678,2993,1437,2975,93,59357,59064,,,No,Yes,Yes,Yes,No,,,No,Yes,36.223967,-77.679544,Extension,6825,579059,,No,Yes,Jason Miller,5.55
"176 Green Roads West Courtneystad, DE 85145","176 Green Roads West Courtneystad, DE 85145",New,Cancelled,Opendoor, ,,,176 Green Roads,West Courtneystad,DE,85145,Townhouse,Far,Near,3.42,1025,,,,,,2013,2695,9684,Garage,3,1,,Colonial,6.41,7.76,Yes,4,2586,146862,530147,156318,1581,2936,1166,2198,418,57525,78100,Yes,No,Yes,Yes,Yes,No,Yes,No,No,,,40.437285,-117.811153,Brooks,1792,160628,Downsizing,Yes,Yes,Sophia Williams,5.17
"8522 Ryan Plaza Wrighthaven, GA 76315","8522 Ryan Plaza Wrighthaven, GA 76315",Cancelled,Close,Broker,Chicago,,Minimal Flood,8522 Ryan Plaza,Wrighthaven,GA,76315,Condo,Near,,1.8,1053,Yes,,,,City,2016,1015,7196,Driveway,3,2,Yes,Split,5.94,6.18,,1,1333,128864,480078,161798,2064,3187,982,3274,284,43264,46530,No,Yes,No,Yes,No,Yes,Yes,,No,,No,34.99555,-74.320024,Springs,9342,348686,,Yes,No,Jessica Lin,9.63
"291 Ayers Camp Crystalstad, NC 40731","291 Ayers Camp Crystalstad, NC 40731",Reviewed,Cancelled,Broker,Dalas,Yes,,291 Ayers Camp,Crystalstad,NC,40731,Townhouse,Near,Near,2.69,1153,Yes,,,Well,Septic,1968,1031,6135,Driveway,2,2,Yes,Split,3.92,16.42,,1,1937,245520,482288,372934,2524,1527,1842,2535,68,10189,47381,,Yes,No,Yes,No,No,No,,,No,Yes,34.253463,-86.59504,Tunnel,3382,340754,Downsizing,No,,Jason Miller,5.56
"2551 Williams Via Suite 609 Gonzalezville, PW 36156","2551 Williams Via Suite 609 Gonzalezville, PW 36156",Cancelled, ,M L S,Dallas,,Flood Zone,2551 Williams Via Suite 609,Gonzalezville,PW,36156,Townhouse,Near,Near,2.38,1303,Yes,No,,Well,City,2009,1062,3963,Garage,1,4,,Split,11.09,8.57,Yes,3,1976,362847,320812,449794,3439,3622,1201,2393,436,35980,22167,,Yes,Yes,,No,,Yes,,,No,Yes,37.115162,-92.917303,Forest,8786,116576,Job Transfer,Yes,,Sophia Williams,5.61
"5462 Rachel Shoal Apt. 167 Kathyhaven, VT 66223","5462 Rachel Shoal Apt. 167 Kathyhaven, VT 66223", ,Available,Auction.com,Florida,,,5462 Rachel Shoal Apt. 167,Kathyhaven,VT,66223,Townhouse,Near,,1.99,336,Yes,,No,City,Septic,2021,2285,8506,Street,6,2,Yes,Colonial,3.42,14.74,Yes,2,3400,207221,137137,416052,2873,3231,788,2601,147,21626,39818,Yes,No,No,Yes,,Yes,,,Yes,Yes,No,38.882415,-86.108902,Estate,1622,571529,Investor Sale,Yes,No,Michael Chen,3.48
"672 Rivera Turnpike Apt. 963 Rogersbury, MI 37141","672 Rivera Turnpike Apt. 963 Rogersbury, MI 37141",Offered,Null,MLS,Tampa,,Flood Zone,672 Rivera Turnpike Apt. 963,Rogersbury,MI,37141,Townhouse,Far,Far,1.63,1961,Yes,,Yes,,City,2024,2223,6285,Garage,4,3,Yes,Colonial,11.31,19.2,,1,1827,199553,350947,502453,1920,3151,1065,1915,262,29988,94143,Yes,Yes,No,Yes,No,Yes,,Yes,Yes,Yes,No,33.982092,-111.870068,Village,5164,185579,,,,Jessica Lin,5.3
"19082 Smith Port Christinamouth, OK 42971","19082 Smith Port Christinamouth, OK 42971",Null,Pending,MLS,Florida,,Flood Zone,19082 Smith Port,Christinamouth,OK,42971,Townhouse,Near,Near,2.05,650,No,,Yes,City,Septic,1973,1852,2908,Driveway,6,2,Yes,,6.12,16.72,No,4,3074,225360,106250,258010,2732,1648,1200,1830,278,87366,71573,,,Yes,No,,,,Yes,No,Yes,No,39.482366,-73.638677,Plains,4753,278718,Job Transfer,,Yes,Samantha Pierce,8.56
"4702 Jill Views New Lorimouth, HI 63510","4702 Jill Views New Lorimouth, HI 63510",Closed,Cancelled,MLS,Chicago,Yes,,4702 Jill Views,New Lorimouth,HI,63510,SFR,,Far,2.51,1224,Yes,Yes,No,Well,City,1999,1631,9839,Garage,1,4,,Ranch,9.88,18.87,Yes,4,2224,415565,415955,155033,1109,2294,1712,3144,317,74833,6434,,,,No,,,No,Yes,No,Yes,Yes,39.274801,-101.870442,Flat,6709,204409,,Yes,Yes,Amit Kumar,9.46
"69138 Lee Ford Apt. 788 East Michaelbury, NH 09423","69138 Lee Ford Apt. 788 East Michaelbury, NH 09423",Null, ,MLS,Chicgo,No,,69138 Lee Ford Apt. 788,East Michaelbury,NH,09423,Single Family Home,,Near,3.11,1500,,Yes,,City,City,1978,872,5880,,1,1,Yes,Colonial,3.74,13.16,,2,3347,495395,280212,506530,2816,2224,1386,3027,302,78680,82016,,,,No,Yes,No,,No,Yes,Yes,,39.681852,-82.158868,Corners,3061,297986,Downsizing,Yes,,Emily Patel,7.39
"316 Michael Trail Suite 730 West Corey, CO 29643","316 Michael Trail Suite 730 West Corey, CO 29643",Cancelled,Cancelled,Auction.com,Atlanta,Yes,,316 Michael Trail Suite 730,West Corey,CO,29643,Townhouse,Far,,2.95,82,No,No,,Well,Septic,2022,2722,9106,Garage,2,3,No,Colonial,8.28,17.74,No,2,1145,447457,450159,495560,1587,1347,1549,2231,45,19780,28627,Yes,,No,No,No,No,,No,No,,Yes,33.925314,-89.929734,Fields,9815,521815,,,Yes,Amit Kumar,7.9
"334 Holly Hollow Apt. 442 Stevenport, PR 10638","334 Holly Hollow Apt. 442 Stevenport, PR 10638",Null,Available,Bulk,Chicgo,Yes,Minimal Flood,334 Holly Hollow Apt. 442,Stevenport,PR,10638,Condo,Far,Far,1.81,1091,No,,,,City,2019,1456,9251,,2,2,Yes,Ranch,10.78,15.0,No,5,2763,190902,248382,436880,2892,2871,1331,1848,434,6908,86041,No,Yes,,Yes,,No,No,No,No,,No,34.308994,-73.16785,Trail,5023,342983,Investor Sale,Yes,,Amit Kumar,9.47
"92095 Rodriguez Highway Suite 762 Lake Angelica, PW 15251","92095 Rodriguez Highway Suite 762 Lake Angelica, PW 15251",Offered,Available,Bulk,Chicgo,Yes,Flood Zone,92095 Rodriguez Highway Suite 762,Lake Angelica,PW,15251,Duplex,Far,,2.47,382,Yes,No,No,,,2015,2199,6805,Street,1,4,Yes,Ranch,4.94,7.66,,1,1571,247653,494202,294186,2169,2894,1898,1652,283,6046,38234,No,No,Yes,,Yes,,,No,Yes,,Yes,37.197072,-91.249257,Gardens,7325,354805,Job Transfer,No,,David Thompson,5.3
"0907 Gonzalez Pass North Matthew, CA 15503","0907 Gonzalez Pass North Matthew, CA 15503",Closed,Null,Internal,Chicgo,No,Flood Zone,0907 Gonzalez Pass,North Matthew,CA,15503,Townhouse,,,3.34,1588,No,Yes,Yes,Well,,1950,1799,9283,Driveway,1,1,Yes,Colonial,9.86,5.18,Yes,5,1603,120279,471081,252655,2921,3659,1867,1766,459,94197,12243,,,Yes,Yes,Yes,No,Yes,,No,Yes,Yes,35.047306,-99.992605,Field,8659,366716,Job Transfer,,No,Samantha Pierce,9.51
"172 Frederick Landing Apt. 479 Juliechester, MP 82204","172 Frederick Landing Apt. 479 Juliechester, MP 82204",Cancelled, ,MLS,Chicgo,,Flood Zone,172 Frederick Landing Apt. 479,Juliechester,MP,82204,Condo,Near,Far,1.16,904,Yes,Yes,,,City,2021,2405,6953,Street,4,2,Yes,Split,8.96,10.23,Yes,2,3068,162318,353121,281916,1377,3292,1919,2787,253,80788,18208,No,No,No,No,Yes,No,,Yes,No,Yes,Yes,38.208743,-114.081144,Spring,7624,522751,,,Yes,Luis Garcia,6.51
"27110 Johnson Trail East Antoniochester, ME 84562","27110 Johnson Trail East Antoniochester, ME 84562",New,Available,M L S,Florida,,Flood Zone,27110 Johnson Trail,East Antoniochester,ME,84562,Townhouse,Far,,2.18,75,No,No,Yes,,City,2012,2409,1255,Street,1,2,,,6.78,9.35,No,3,1722,483309,515010,217262,2801,2107,1038,2103,226,33462,39287,,No,No,No,,Yes,,Yes,Yes,Yes,,39.048407,-78.816917,Mission,1608,577881,Investor Sale,,Yes,Samantha Pierce,8.27
"038 Norman Track Suite 277 Port Jesse, MT 31320","038 Norman Track Suite 277 Port Jesse, MT 31320",Cancelled,Pend,Broker,Chicago,Yes,Minimal Flood,038 Norman Track Suite 277,Port Jesse,MT,31320,Single Family Home,,Far,3.39,119,,Yes,,City,City,2015,2593,4266,,5,1,Yes,Split,11.43,17.64,Yes,5,1880,476535,204857,383663,3480,1941,913,2388,12,26895,5371,,,Yes,No,No,,Yes,,Yes,No,,39.710298,-105.060373,Branch,1532,104578,Job Transfer,Yes,No,Amit Kumar,9.33
"85196 Emily Keys Jackiefurt, UT 74442","85196 Emily Keys Jackiefurt, UT 74442",Cancelled,Null,M L S,Chicgo,Yes,Minimal Flood,85196 Emily Keys,Jackiefurt,UT,74442,Duplex,Near,Far,1.08,714,Yes,,,,City,1985,2399,1870,Driveway,1,2,Yes,Split,5.95,8.72,Yes,2,1524,379558,290692,196242,2872,2685,1550,2716,486,44551,58344,,No,Yes,,No,No,No,,,,No,34.139869,-74.524275,Well,6740,244801,Downsizing,,Yes,Jason Miller,3.58
"49218 Kelly Port Apt. 290 Leetown, RI 89914","49218 Kelly Port Apt. 290 Leetown, RI 89914",Cancelled,Closed,Bulk,Florida,Yes,Flood Zone,49218 Kelly Port Apt. 290,Leetown,RI,89914,Townhouse,Far,Far,1.68,27,,Yes,,Well,,1971,1984,5979,Driveway,1,2,No,Ranch,11.22,9.88,,4,3072,90781,253224,322166,2405,3376,1975,1945,36,39438,72966,Yes,No,Yes,No,No,,Yes,,Yes,No,,35.695001,-109.868024,Rest,9244,355368,,,Yes,David Thompson,5.71
"92028 Lisa Fork Apt. 494 Kennethville, CO 90870","92028 Lisa Fork Apt. 494 Kennethville, CO 90870",Reviewed,Null,Auction.com,Tampa,No,,92028 Lisa Fork Apt. 494,Kennethville,CO,90870,Condo,Far,Near,1.16,1527,Yes,Yes,No,,City,1988,2423,9846,Driveway,3,2,Yes,Colonial,5.88,18.04,Yes,4,1089,315395,259002,286220,1018,2131,1137,3201,386,90238,83102,No,,,No,No,No,,Yes,,,,36.410299,-116.691502,Via,5852,380491,Downsizing,No,Yes,Emily Patel,3.09
"7181 John Wall Suite 258 Schultzmouth, KY 33517","7181 John Wall Suite 258 Schultzmouth, KY 33517", ,Kick,M L S, ,Yes,,7181 John Wall Suite 258,Schultzmouth,KY,33517,SFR,,,3.38,146,,Yes,Yes,City,,1958,2893,9199,,6,2,,Ranch,7.45,8.46,,2,2943,246053,332742,583418,1391,1500,856,3450,498,82509,85388,,,Yes,,No,Yes,,,No,No,Yes,38.880473,-80.125734,Throughway,8222,553844,Downsizing,No,,Luis Garcia,6.91
"044 Lopez Place Apt. 380 West Lucasborough, CA 43360","044 Lopez Place Apt. 380 West Lucasborough, CA 43360",Offered,Closed,Auction.com,Tampa,Yes,,044 Lopez Place Apt. 380,West Lucasborough,CA,43360,Duplex,Far,Far,3.01,1698,Yes,No,No,City,Septic,1990,2739,6835,,1,3,Yes,Split,10.71,13.07,No,3,2386,366093,190584,367059,934,2147,1471,1231,85,86440,38333,,,No,,No,,,Yes,Yes,Yes,,39.189583,-96.780642,Turnpike,7967,302984,Downsizing,,,Priya Sharma,5.87
"70239 Jeffery Fords Sethburgh, FM 33230","70239 Jeffery Fords Sethburgh, FM 33230", ,Cancelled,MLS,Tampa,,,70239 Jeffery Fords,Sethburgh,FM,33230,Duplex,,,2.0,46,,No,No,City,Septic,2024,3190,4662,Garage,2,1,No,Ranch,3.37,5.73,,5,1802,287510,364285,131188,2880,1455,1772,1262,162,62355,23885,,,Yes,No,No,No,No,,No,,Yes,37.684601,-114.089067,Squares,9355,498818,Job Transfer,No,No,Jason Miller,6.22
"36041 Perez Hills Muellershire, NE 28108","36041 Perez Hills Muellershire, NE 28108",Offered,Kick,Internal,Tampa,No,Flood Zone,36041 Perez Hills,Muellershire,NE,28108,SFR,Near,Far,1.91,794,,,Yes,City,City,2015,1287,7467,Garage,1,4,,Ranch,5.46,17.78,,5,2656,420350,112521,477197,1808,2309,1894,2915,79,87542,59611,No,,Yes,No,,Yes,Yes,Yes,No,No,Yes,39.948535,-113.901786,Flats,5394,461950,,Yes,No,Samantha Pierce,7.07
"7420 Joanne Oval New Erica, PW 49669","7420 Joanne Oval New Erica, PW 49669",Accepted Offer, ,Bulk,Tampa,Yes,Flood Zone,7420 Joanne Oval,New Erica,PW,49669,Duplex,Far,Far,2.59,1698,Yes,Yes,No,Well,City,1951,1327,2089,Garage,2,2,,Colonial,3.42,17.83,Yes,3,2524,441816,310031,121118,2893,2325,799,2315,479,26639,56988,No,,,No,Yes,No,,Yes,No,Yes,No,41.249,-116.422524,Cape,8931,408632,Investor Sale,Yes,,Sophia Williams,3.9
"262 Rojas Skyway Walkerburgh, FL 27169","262 Rojas Skyway Walkerburgh, FL 27169",New,Closed,Auction.com,Dallas,Yes,Flood Zone,262 Rojas Skyway,Walkerburgh,FL,27169,Condo,Far,Near,1.08,1381,Yes,,Yes,Well,City,1974,1442,5814,,4,2,Yes,Ranch,5.0,6.14,No,2,2532,266096,185574,321246,1956,3385,1253,2390,78,11048,50559,No,No,,Yes,No,No,Yes,No,Yes,Yes,No,41.9511,-86.926844,Lights,2779,330473,Investor Sale,,No,David Thompson,9.86
"88616 Donald Spur Jennymouth, RI 19383","88616 Donald Spur Jennymouth, RI 19383",Offered,Always Kick,Opendoor,Florida,No,,88616 Donald Spur,Jennymouth,RI,19383,Duplex,,Far,1.16,198,No,No,No,Well,,1979,1710,5673,Driveway,3,1,,,5.38,13.61,,4,1125,263849,274305,217354,1594,1713,1673,2731,74,18852,57221,,,,No,,No,Yes,Yes,No,No,,40.684894,-96.038549,Centers,2771,155499,Investor Sale,Yes,No,Emily Patel,3.28
"80621 Raymond Greens New Luisport, VI 29346","80621 Raymond Greens New Luisport, VI 29346",Closed, ,Internal,Chicago,No,Flood Zone,80621 Raymond Greens,New Luisport,VI,29346,SFR,,Far,2.31,1812,No,,No,,,2006,3051,7781,Garage,4,2,No,,9.59,11.34,No,2,1283,283006,97379,113360,942,1434,1500,2958,341,37654,5684,Yes,,,,Yes,No,Yes,Yes,,Yes,,40.205101,-98.473977,Hollow,8579,97652,Downsizing,No,,Jason Miller,9.7
"583 Valerie Meadow Suite 926 West Ericaport, MP 71262","583 Valerie Meadow Suite 926 West Ericaport, MP 71262",Closed,Closed,Internal,Dalas,Yes,Minimal Flood,583 Valerie Meadow Suite 926,West Ericaport,MP,71262,SFR,Near,Near,1.55,219,No,No,Yes,Well,Septic,1970,1334,8170,Street,2,1,No,,5.49,6.62,Yes,4,3059,371578,368176,127155,1414,3128,1572,1763,5,8703,90111,,,No,,,No,No,,No,No,No,34.585707,-83.079973,Curve,7277,213885,Downsizing,Yes,,David Thompson,5.69
"75392 Alyssa Mountain New Brendabury, NJ 47527","75392 Alyssa Mountain New Brendabury, NJ 47527",Null,Pending,M L S,Chicgo,No,,75392 Alyssa Mountain,New Brendabury,NJ,47527,Condo,,Far,1.12,1601,,Yes,Yes,Well,City,1997,2547,6315,Garage,3,2,Yes,Colonial,7.03,15.88,No,3,3454,498854,456169,240559,2513,987,957,1982,487,64935,36652,,No,No,,No,No,,Yes,Yes,No,Yes,40.449323,-96.567402,Ranch,9344,449562,,Yes,No,Jason Miller,3.86
"1157 Brian Locks Suite 707 Sophiafort, VA 66628","1157 Brian Locks Suite 707 Sophiafort, VA 66628", ,Cancelled,Bulk,Tampa,,,1157 Brian Locks Suite 707,Sophiafort,VA,66628,SFR,Near,Near,1.78,1721,No,,No,,,2005,890,5494,Driveway,3,2,Yes,Colonial,5.92,5.07,No,5,1603,402947,410982,525043,2662,1458,1226,3004,89,12513,43048,Yes,Yes,No,No,Yes,No,No,No,,Yes,No,41.501991,-79.640012,Harbors,5317,597951,Downsizing,No,Yes,Jessica Lin,6.4
"59957 Rowe Freeway Apt. 165 Schneidermouth, CO 18750","59957 Rowe Freeway Apt. 165 Schneidermouth, CO 18750",Accepted Offer,Available,MLS, ,Yes,,59957 Rowe Freeway Apt. 165,Schneidermouth,CO,18750,Single Family Home,Far,Far,3.39,984,No,,No,City,City,2005,1765,4880,Street,4,2,No,,11.56,17.68,No,5,1673,455676,220282,494292,2587,1265,1894,1540,302,24218,34617,,,,Yes,,Yes,No,No,No,Yes,Yes,40.674244,-83.75246,Crest,7800,278527,,,No,Jessica Lin,4.7
"851 Richardson Wells Suite 961 East Davidside, AK 49387","851 Richardson Wells Suite 961 East Davidside, AK 49387",Accepted Offer,Always Kick,MLS,Florida,Yes,Minimal Flood,851 Richardson Wells Suite 961,East Davidside,AK,49387,Condo,Near,Near,2.87,1186,,,Yes,City,City,1987,1049,5847,Driveway,2,1,,Ranch,10.7,19.08,No,5,1412,267845,522842,252827,3469,3327,1595,2985,70,84807,84367,,No,,,Yes,No,Yes,,No,Yes,,39.025335,-94.370848,Drive,3715,521011,Investor Sale,,Yes,Jessica Lin,6.22
"45834 Bradley Turnpike Apt. 822 North Scott, IN 96498","45834 Bradley Turnpike Apt. 822 North Scott, IN 96498",Reviewed,Pending,MLS, ,Yes,Flood Zone,45834 Bradley Turnpike Apt. 822,North Scott,IN,96498,Single Family Home,Far,Near,2.28,1993,No,Yes,No,Well,Septic,1986,1797,6628,Garage,4,3,,Ranch,11.96,8.86,,1,2798,282758,424258,381574,2849,3112,1848,2049,162,65377,11414,,,No,,No,No,Yes,Yes,,Yes,,39.515467,-105.665247,Stream,6914,101393,,Yes,No,Emily Patel,3.34
"20613 Schneider Knoll Woodton, PA 30269","20613 Schneider Knoll Woodton, PA 30269",Null,Null,Opendoor, ,Yes,Flood Zone,20613 Schneider Knoll,Woodton,PA,30269,Townhouse,Near,,2.17,1757,No,No,Yes,Well,City,1952,1564,3364,Driveway,6,2,Yes,,8.25,17.99,,3,1477,134837,309904,397345,1726,1603,1614,3220,114,85787,70190,,Yes,Yes,,No,,Yes,No,No,No,No,41.173561,-114.009829,Station,1823,406583,Job Transfer,,,Jason Miller,3.96
"394 John Vista Suite 268 Jacksonbury, CT 81444","394 John Vista Suite 268 Jacksonbury, CT 81444",Closed,Available,MLS,Florida,,,394 John Vista Suite 268,Jacksonbury,CT,81444,Condo,Far,Near,3.47,957,No,,,Well,,1979,738,2078,Street,3,4,,Colonial,8.52,13.54,No,3,2036,116631,223683,359964,1518,2918,1400,1809,390,74048,49130,No,Yes,Yes,,Yes,,No,Yes,,,No,33.026657,-78.240232,Union,6120,463208,,Yes,Yes,Sophia Williams,7.57
"9239 Dawn Points Port Seanchester, SD 50189","9239 Dawn Points Port Seanchester, SD 50189", ,Always Kick,MLS,Atlanta,,Flood Zone,9239 Dawn Points,Port Seanchester,SD,50189,SFR,Far,Far,2.51,1992,No,No,Yes,City,City,1977,2048,6091,Garage,6,3,No,Ranch,5.18,8.21,No,1,2964,305584,363681,553818,1768,3015,1112,2281,325,65183,41641,,,No,No,No,No,,,,Yes,Yes,38.237281,-99.210716,Court,6504,571931,Downsizing,,No,Sophia Williams,7.62
"8788 Bridget Forge Apt. 430 Youngberg, OR 24446","8788 Bridget Forge Apt. 430 Youngberg, OR 24446",New,Null,Opendoor,Chicago,,Flood Zone,8788 Bridget Forge Apt. 430,Youngberg,OR,24446,SFR,,,1.89,363,,No,,,,2000,1963,2484,Street,6,1,Yes,Colonial,10.79,10.18,No,4,2978,133723,430060,310550,1802,3398,836,2988,154,34546,58944,No,Yes,No,Yes,,Yes,Yes,No,No,,No,34.07296,-92.785969,Dam,2034,444454,Investor Sale,Yes,Yes,David Thompson,5.14
"03931 Davis Plains Apt. 816 Lake Courtney, FM 16050","03931 Davis Plains Apt. 816 Lake Courtney, FM 16050",Null,Closed,M L S,Dallas,No,Flood Zone,03931 Davis Plains Apt. 816,Lake Courtney,FM,16050,Townhouse,Far,Near,3.06,557,No,No,No,City,City,1995,1733,4413,Driveway,6,4,No,,4.8,7.49,Yes,2,2922,313081,421236,98394,1694,1768,1272,1327,43,28822,90155,No,,Yes,,Yes,,Yes,,,,No,39.496055,-108.133018,Plains,7162,560922,Job Transfer,No,Yes,David Thompson,4.82
"44189 Chambers Fields Suite 025 North Cynthiahaven, TN 05554","44189 Chambers Fields Suite 025 North Cynthiahaven, TN 05554", ,Available,Internal,Dalas,No,Flood Zone,44189 Chambers Fields Suite 025,North Cynthiahaven,TN,05554,SFR,Near,,2.19,495,Yes,No,,Well,,2018,2822,3960,Garage,2,1,No,Ranch,4.77,13.82,Yes,2,1919,154964,196925,315524,2370,1416,1065,2700,248,2125,120,Yes,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,35.318999,-100.975346,Dam,3866,285598,Job Transfer,No,Yes,Priya Sharma,9.49
"577 David Mountains Lake Leahshire, MD 34585","577 David Mountains Lake Leahshire, MD 34585",Null,Closed,MLS,Atlanta,Yes,Minimal Flood,577 David Mountains,Lake Leahshire,MD,34585,Duplex,Near,Near,1.35,234,Yes,Yes,,,,1997,2740,1905,Driveway,1,3,,Split,4.37,5.27,Yes,1,1086,371385,230468,217144,2502,1688,1646,3092,12,3029,66995,No,,Yes,,Yes,No,No,No,No,No,No,36.778293,-88.253929,Route,6420,488301,,No,No,Sophia Williams,7.75
"3393 James Flat Apt. 653 Morganberg, MD 67373","3393 James Flat Apt. 653 Morganberg, MD 67373",Accepted Offer,Pending,M L S,Florida,Yes,Minimal Flood,3393 James Flat Apt. 653,Morganberg,MD,67373,Townhouse,Near,Near,2.84,1939,No,Yes,,Well,,1956,645,3481,Garage,6,4,,Colonial,3.51,5.41,,4,1054,232137,192247,403034,1833,3327,1817,1814,328,24951,53794,,,No,Yes,Yes,,,,No,,,36.4942,-116.532685,Station,8090,306529,,,Yes,Samantha Pierce,3.49
"884 Patricia Vista Suite 734 Murphyshire, SC 60259","884 Patricia Vista Suite 734 Murphyshire, SC 60259", ,Null,Opendoor,Dalas,Yes,Flood Zone,884 Patricia Vista Suite 734,Murphyshire,SC,60259,Townhouse,,Near,1.43,1292,Yes,,No,Well,,1993,2072,1910,,4,4,No,Colonial,6.29,16.09,No,4,1620,130642,425890,158179,1077,3332,1704,1551,313,64598,15232,,,Yes,No,,No,No,,No,,No,33.019461,-114.527552,Rapid,5044,393571,Job Transfer,No,Yes,Michael Chen,3.49
"7830 Donaldson Skyway South Tracey, ME 58831","7830 Donaldson Skyway South Tracey, ME 58831",Offered, ,MLS,Dallas,Yes,Minimal Flood,7830 Donaldson Skyway,South Tracey,ME,58831,SFR,Near,,3.34,933,No,Yes,,Well,Septic,1958,2928,3387,,1,4,,Split,7.09,18.58,No,3,3443,160009,361335,436598,1667,1126,1989,2264,133,3962,42795,,,,No,No,Yes,Yes,,Yes,No,No,36.448919,-84.399714,Flat,3996,526771,Investor Sale,No,Yes,Luis Garcia,4.56
"11360 Christopher View Apt. 510 Port Andre, KY 24445","11360 Christopher View Apt. 510 Port Andre, KY 24445",Cancelled,Pending,MLS,Dallas,,Flood Zone,11360 Christopher View Apt. 510,Port Andre,KY,24445,Duplex,Far,Far,1.82,995,Yes,,Yes,,,1985,2238,1844,Garage,6,2,Yes,Colonial,7.41,11.81,,3,1881,424099,298312,592506,2021,2290,1930,3332,168,44163,5571,,Yes,No,Yes,,,,,No,Yes,No,35.377165,-83.694506,Forest,6257,585475,,,Yes,Emily Patel,3.7
"693 Rachel Fall Apt. 717 Lake Michaelfort, CO 82129","693 Rachel Fall Apt. 717 Lake Michaelfort, CO 82129",Reviewed,Closed,Opendoor,Tampa,,,693 Rachel Fall Apt. 717,Lake Michaelfort,CO,82129,Duplex,Near,Near,3.46,1227,Yes,,Yes,Well,City,1957,2194,6426,Driveway,5,3,No,Colonial,6.4,12.33,Yes,1,822,197387,298207,263485,1213,1848,924,2216,480,47787,35634,Yes,No,No,Yes,Yes,Yes,,Yes,,Yes,Yes,41.911402,-106.090109,Plain,6442,292340,Investor Sale,Yes,,Jason Miller,7.07
